query,mode,repeats,median_seconds,min_seconds,max_seconds,range_over_median,median_process_seconds,median_rss_gib,max_rss_gib,claimed,transferred,dequeued,local_fit,local_grow,queue_high_water,queued_demand_bytes_high_water,queue_wait_ns,max_queue_wait_ns,gate_rejected,queue_rejected,no_receiver,cost_evaluations,adaptive_limit_changes,executed,observed_buffer_bytes,allocations,growths,growth_bytes,vs_dynamic,vs_legacy
q04,selective-4,3,1.42,1.4,1.46,0.042253521126760604,1.863700658082962,0.8350486755371094,0.8353424072265625,10240,137,137,10144,96,4,40108032,867501570,34863085,0,28,3,0,0,10240,120799232,96,0,0,1.0070921985815602,0.986111111111111
q04,selective-all,3,1.37,1.27,1.69,0.30656934306569333,4.233462583273649,0.84027099609375,0.840576171875,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,120758272,96,0,0,0.971631205673759,0.951388888888889
q04,selective-base,3,1.47,1.39,1.51,0.08163265306122457,1.9627683507278562,0.8392295837402344,0.8405838012695312,10240,133,133,10144,96,4,51441664,1038869028,46585151,0,31,2,0,0,10240,120782848,96,0,0,1.0425531914893618,1.0208333333333333
q04,selective-gate,3,1.56,1.53,1.58,0.032051282051282076,2.0631953040137887,0.8386802673339844,0.8388671875,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,120758272,96,0,0,1.1063829787234043,1.0833333333333335
q04,selective-gate-cost,3,1.68,1.63,1.76,0.07738095238095245,2.2137714438140392,0.8398513793945312,0.8409576416015625,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,120758272,96,0,0,1.1914893617021276,1.1666666666666667
q04,static-locked,3,1.46,1.43,1.48,0.034246575342465786,21.742736800573766,30.736629486083984,30.739364624023438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0354609929078014,1.0138888888888888
q04,static-lockfree,3,1.41,1.39,1.49,0.0709219858156029,20.74454257450998,30.738872528076172,30.739402770996094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9791666666666666
q05,dynamic,3,1.81,1.75,1.86,0.06077348066298348,2.3579584574326873,1.6624603271484375,1.6738090515136719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9679144385026738
q05,legacy,3,1.87,1.76,1.88,0.06417112299465234,2.4136625239625573,1.6556739807128906,1.6702613830566406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0331491712707184,1.0
q05,selective-4,3,1.79,1.7,1.81,0.0614525139664805,2.356021897867322,1.6641578674316406,1.6664886474609375,10240,102,102,10144,96,4,56414208,2560700136,81053977,0,48,2,0,0,10240,120741888,96,0,0,0.988950276243094,0.9572192513368983
q05,selective-all,3,1.93,1.85,1.94,0.046632124352331536,2.506381926126778,1.6713790893554688,1.6887321472167969,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,120717312,96,0,0,1.0662983425414363,1.032085561497326
q05,selective-base,3,1.71,1.68,1.88,0.11695906432748536,4.733497676439583,1.65460205078125,1.6947860717773438,10240,102,102,10144,96,4,57700352,2180054628,72295586,0,47,4,0,0,10240,120762368,96,0,0,0.9447513812154695,0.9144385026737967
q05,selective-gate,3,1.92,1.78,1.96,0.09374999999999997,2.567347995005548,1.6574172973632812,1.6750640869140625,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,120717312,96,0,0,1.0607734806629834,1.0267379679144384
q05,selective-gate-cost,3,1.93,1.86,1.94,0.041450777202072464,2.515246800146997,1.65301513671875,1.6591110229492188,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,120717312,96,0,0,1.0662983425414363,1.032085561497326
q05,static-locked,3,1.87,1.85,1.88,0.016042780748662996,21.470614566467702,31.613510131835938,31.617382049560547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0331491712707184,1.0
q05,static-lockfree,3,1.85,1.77,1.88,0.059459459459459386,21.478666418232024,31.616195678710938,31.616748809814453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022099447513812,0.9893048128342246
q06,dynamic,3,4.3,4.14,4.4,0.060465116279069926,6.368139994330704,15.71463394165039,15.756389617919922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9750566893424035
q06,legacy,3,4.41,4.39,4.52,0.029478458049886597,6.518859947100282,15.488784790039062,15.514968872070312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0255813953488373,1.0
q06,selective-4,3,4.09,4.07,4.22,0.03667481662591674,6.145640127360821,15.500846862792969,15.515865325927734,10240,525,525,9821,419,4,154214400,27000235054,341708805,0,53,178,0,0,10240,586326016,96,323,355500032,0.9511627906976744,0.927437641723356
q06,selective-all,3,4.53,4.42,4.57,0.03311258278145703,6.578785143792629,15.705448150634766,15.715927124023438,10240,0,0,9700,540,0,0,0,0,383,156,5,0,106,10240,597975040,96,444,387854336,1.0534883720930233,1.0272108843537415
q06,selective-base,3,4.22,4.09,4.23,0.0331753554502371,6.299750966951251,15.451900482177734,15.482437133789062,10240,565,565,9823,417,4,135192576,24647376239,314015485,0,96,160,0,0,10240,586067968,96,321,380727296,0.9813953488372092,0.9569160997732425
q06,selective-gate,3,4.38,4.35,4.53,0.04109589041095904,6.4677403792738914,15.690666198730469,15.702598571777344,10240,0,0,9712,528,0,0,0,0,522,0,6,0,0,10240,600420352,96,432,405454848,1.0186046511627906,0.9931972789115646
q06,selective-gate-cost,3,4.5,4.36,4.53,0.037777777777777764,6.526236451230943,15.70013427734375,15.71249771118164,10240,0,0,9701,539,0,0,0,0,533,0,6,0,0,10240,597749760,96,443,400338944,1.0465116279069768,1.0204081632653061
q06,static-locked,3,4.47,4.43,4.57,0.03131991051454151,25.62204240821302,44.910377502441406,44.96631622314453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0395348837209302,1.0136054421768708
q06,static-lockfree,3,4.48,4.41,4.51,0.02232142857142849,25.679973509162664,44.90081787109375,44.93232345581055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0418604651162793,1.015873015873016
q07,dynamic,3,1.5,1.37,1.51,0.09333333333333327,1.927441573701799,0.748199462890625,0.7495651245117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0067114093959733
q07,legacy,3,1.49,1.46,1.5,0.02684563758389264,1.9047277783975005,0.7476692199707031,0.747711181640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933333333333333,1.0
q07,selective-4,3,1.38,1.27,1.38,0.07971014492753614,1.8162610661238432,0.7488059997558594,0.7504081726074219,10240,141,141,10144,96,4,14467072,730264921,41592757,0,27,2,0,0,10240,60792832,96,0,0,0.9199999999999999,0.9261744966442952
q07,selective-all,3,1.62,1.61,1.68,0.04320987654320978,2.062681879848242,0.7529106140136719,0.75408935546875,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,60846080,96,0,0,1.08,1.087248322147651
q07,selective-base,3,1.57,1.53,1.61,0.0509554140127389,2.060759545303881,0.7536354064941406,0.7547683715820312,10240,150,150,10144,96,4,19537920,1199959200,47751371,0,22,2,0,0,10240,60796928,96,0,0,1.0466666666666666,1.0536912751677854
q07,selective-gate,3,1.67,1.39,1.72,0.19760479041916174,2.155003738589585,0.7525520324707031,0.753387451171875,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,60837888,96,0,0,1.1133333333333333,1.1208053691275168
q07,selective-gate-cost,3,1.71,1.68,1.73,0.02923976608187137,2.1627341927960515,0.7534332275390625,0.7534675598144531,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,60841984,96,0,0,1.14,1.1476510067114094
q07,static-locked,3,1.49,1.48,1.5,0.01342281879194632,20.881160413846374,30.720714569091797,30.721107482910156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933333333333333,1.0
q07,static-lockfree,3,1.49,1.49,1.51,0.01342281879194632,20.90307717397809,30.721588134765625,30.72167205810547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933333333333333,1.0
q08,dynamic,3,1.34,1.17,1.34,0.12686567164179116,1.7639205167070031,0.7737503051757812,0.7742691040039062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9852941176470588
q08,legacy,3,1.36,1.32,1.37,0.03676470588235297,1.7624614611268044,0.77056884765625,0.7710494995117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0149253731343284,1.0
q08,selective-4,3,1.25,1.23,1.28,0.040000000000000036,1.6661547375842929,0.7715377807617188,0.771820068359375,10240,96,96,10144,96,4,5672960,407145112,48337480,0,43,6,0,0,10240,60796928,96,0,0,0.9328358208955223,0.9191176470588235
q08,selective-all,3,1.41,1.36,1.47,0.07801418439716304,1.912882961332798,0.7756004333496094,0.7767753601074219,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,60784640,96,0,0,1.052238805970149,1.0367647058823528
q08,selective-base,3,1.27,1.23,1.29,0.04724409448818902,1.7221044450998306,0.7769546508789062,0.7774009704589844,10240,93,93,10144,96,4,5042176,262055990,33224760,0,50,5,0,0,10240,60801024,96,0,0,0.9477611940298507,0.9338235294117646
q08,selective-gate,3,1.42,1.28,1.42,0.09859154929577459,1.863880987279117,0.7769355773925781,0.7777328491210938,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,60780544,96,0,0,1.0597014925373134,1.0441176470588234
q08,selective-gate-cost,3,1.4,1.3,1.45,0.10714285714285708,1.91310241445899,0.7769584655761719,0.7773475646972656,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,60788736,96,0,0,1.044776119402985,1.0294117647058822
q08,static-locked,3,1.35,1.34,1.36,0.014814814814814828,20.821955145336688,30.744552612304688,30.744789123535156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007462686567164,0.9926470588235294
q08,static-lockfree,3,1.37,1.35,1.38,0.021897810218977957,20.800874159671366,30.74575424194336,30.746612548828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0223880597014925,1.0073529411764706
q09,dynamic,3,3.6,3.6,3.65,0.01388888888888884,5.327007157728076,11.923805236816406,11.929084777832031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.989010989010989
q09,legacy,3,3.64,3.43,3.66,0.06318681318681318,5.381220921874046,11.915702819824219,11.926082611083984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011111111111111,1.0
q09,selective-4,3,3.68,3.65,3.68,0.008152173913043546,5.3733478570356965,11.900760650634766,11.916492462158203,10240,78,78,10144,96,4,111124480,6236841527,338448758,0,47,12,0,0,10240,181469184,192,0,0,1.0222222222222221,1.010989010989011
q09,selective-all,3,3.67,3.67,3.71,0.010899182561307912,5.426826262846589,11.913223266601562,11.945178985595703,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,181420032,192,0,0,1.0194444444444444,1.0082417582417582
q09,selective-base,3,3.65,3.62,3.7,0.021917808219178103,5.424634511582553,11.913520812988281,11.915382385253906,10240,78,78,10144,96,4,114880512,9156249315,341762909,0,47,12,0,0,10240,181465088,192,0,0,1.0138888888888888,1.0027472527472527
q09,selective-gate,3,3.7,3.63,3.72,0.024324324324324405,5.47844934463501,11.904800415039062,11.92380142211914,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,181432320,192,0,0,1.027777777777778,1.0164835164835164
q09,selective-gate-cost,3,3.66,3.59,3.73,0.038251366120218615,5.495384789071977,11.917793273925781,11.919548034667969,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,181420032,192,0,0,1.0166666666666666,1.0054945054945055
q09,static-locked,3,3.66,3.59,3.7,0.030054644808743255,24.40345590375364,41.76597213745117,41.77342987060547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0166666666666666,1.0054945054945055
q09,static-lockfree,3,3.6,3.56,3.62,0.01666666666666668,24.377883004955947,41.75624084472656,41.764888763427734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.989010989010989
q10,dynamic,3,3.92,3.81,3.98,0.043367346938775496,5.7284404849633574,12.122344970703125,12.140632629394531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0103092783505154
q10,legacy,3,3.88,3.8,3.89,0.02319587628865987,5.665419676341116,12.135505676269531,12.166419982910156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,1.0
q10,selective-4,3,3.88,3.85,3.89,0.010309278350515474,5.618560663424432,12.127212524414062,12.134246826171875,10240,78,78,10144,96,4,207355904,9578063558,400317977,0,47,12,0,0,10240,303075328,384,0,0,0.9897959183673469,1.0
q10,selective-all,3,3.89,3.88,3.94,0.015424164524421607,5.731318595819175,12.136157989501953,12.14426040649414,10240,0,0,10144,96,0,0,0,0,0,96,0,0,0,10240,302985216,384,0,0,0.9923469387755103,1.0025773195876289
q10,selective-base,3,3.93,3.93,3.95,0.005089058524173033,5.744094585068524,12.142498016357422,12.145862579345703,10240,79,79,10144,96,4,232448000,9847426917,406993653,0,46,11,0,0,10240,303067136,384,0,0,1.0025510204081634,1.0128865979381445
q10,selective-gate,3,3.93,3.87,3.95,0.02035623409669213,5.725819706916809,12.139419555664062,12.152511596679688,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,302985216,384,0,0,1.0025510204081634,1.0128865979381445
q10,selective-gate-cost,3,3.89,3.88,3.9,0.005141388174807203,5.677850801497698,12.136489868164062,12.149848937988281,10240,0,0,10144,96,0,0,0,0,96,0,0,0,0,10240,302981120,384,0,0,0.9923469387755103,1.0025773195876289
q10,static-locked,3,3.83,3.78,3.84,0.015665796344647532,24.713098456151783,41.878543853759766,41.89426040649414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9770408163265306,0.9871134020618557
q10,static-lockfree,3,3.81,3.81,3.82,0.0026246719160104427,24.57658675406128,41.88672637939453,41.90033721923828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9719387755102041,0.981958762886598
q11,dynamic,3,1.81,1.78,1.81,0.01657458563535913,2.4138216096907854,1.9133872985839844,1.9175071716308594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0342857142857143
q11,legacy,3,1.75,1.74,1.76,0.011428571428571439,2.3649752885103226,1.9047164916992188,1.9229888916015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9668508287292817,1.0
q11,selective-4,3,1.76,1.75,1.76,0.005681818181818187,2.3849780736491084,1.9076347351074219,1.9091033935546875,10240,584,584,9958,282,4,57815040,4436978414,51256282,0,104,41,0,0,10240,190910464,192,186,6520832,0.9723756906077348,1.0057142857142858
q11,selective-all,3,1.85,1.82,1.87,0.02702702702702705,2.5148830879479647,1.9175605773925781,1.9210739135742188,10240,0,0,9884,356,0,0,0,0,217,137,0,0,54,10240,191946752,192,260,8085504,1.022099447513812,1.0571428571428572
q11,selective-base,3,1.8,1.78,1.83,0.0277777777777778,2.465435258112848,1.9267997741699219,1.9275665283203125,10240,550,550,9953,287,4,46891008,4268386748,53862235,0,48,104,0,0,10240,191049728,192,191,6905856,0.994475138121547,1.0285714285714287
q11,selective-gate,3,1.81,1.8,1.85,0.027624309392265217,5.016869955696166,1.906982421875,1.909027099609375,10240,0,0,9874,366,0,0,0,0,366,0,0,0,0,10240,192020480,192,270,8253440,1.0,1.0342857142857143
q11,selective-gate-cost,3,1.84,1.82,1.86,0.021739130434782625,2.4636515993624926,1.9042625427246094,1.9075546264648438,10240,0,0,9873,367,0,0,0,0,367,0,0,0,0,10240,191909888,192,271,8372224,1.0165745856353592,1.0514285714285714
q11,static-locked,3,1.73,1.72,1.73,0.0057803468208092535,21.472650784999132,31.788768768310547,31.798343658447266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9558011049723757,0.9885714285714285
q11,static-lockfree,3,1.73,1.72,1.73,0.0057803468208092535,21.38452464248985,31.78476333618164,31.788921356201172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9558011049723757,0.9885714285714285
q12,dynamic,3,1.88,1.86,1.88,0.010638297872340318,2.5207898262888193,2.1547317504882812,2.159759521484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0273224043715845
q12,legacy,3,1.83,1.82,1.84,0.010928961748633888,2.478213262744248,2.16156005859375,2.1625709533691406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973404255319149,1.0
q12,selective-4,3,1.83,1.81,1.84,0.016393442622950834,2.505247386172414,2.1159591674804688,2.1353378295898438,10240,623,623,9968,272,4,94416896,5208688662,64034513,0,67,49,0,0,10240,251711488,288,176,6254592,0.973404255319149,1.0
q12,selective-all,3,1.92,1.91,1.93,0.010416666666666676,2.616149271838367,2.1629981994628906,2.166461944580078,10240,0,0,9874,366,0,0,0,0,222,138,0,0,56,10240,252796928,288,270,8384512,1.0212765957446808,1.0491803278688523
q12,selective-base,3,1.88,1.85,1.9,0.02659574468085097,2.569841904565692,2.1234970092773438,2.129352569580078,10240,588,588,9951,289,4,99753984,5484912122,63646966,0,71,38,0,0,10240,251748352,288,193,7098368,1.0,1.0273224043715845
q12,selective-gate,3,1.92,1.9,1.96,0.03125000000000003,2.6071546226739883,2.1470260620117188,2.1501121520996094,10240,0,0,9880,360,0,0,0,0,360,0,0,0,0,10240,252780544,288,264,8425472,1.0212765957446808,1.0491803278688523
q12,selective-gate-cost,3,1.9,1.9,1.95,0.026315789473684237,2.564034016802907,2.154022216796875,2.160999298095703,10240,0,0,9884,356,0,0,0,0,356,0,0,0,0,10240,252805120,288,260,8204288,1.0106382978723405,1.0382513661202184
q12,static-locked,3,1.78,1.77,1.78,0.005617977528089893,21.430335612036288,31.93130111694336,31.944488525390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946808510638298,0.9726775956284153
q12,static-lockfree,3,1.8,1.79,1.81,0.01111111111111112,21.463695055805147,31.935462951660156,31.94527816772461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9574468085106383,0.9836065573770492
q13,dynamic,3,4.77,4.69,4.8,0.023060796645702188,7.021796828135848,17.655086517333984,17.658634185791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9636363636363635
